name,year,genres,rating 
WWF Raw,(2002 Video Game),Action,6.9
Haydee II,(2020 Video Game),"Action, Adventure, Sci-Fi",
Immortals Fenyx Rising: The Lost Gods,(2021 Video Game),"Action, Adventure, Fantasy",6.3
Croc 2,(1999 Video Game),"Action, Adventure, Family",7.0
Jungle Strike,(1993 Video Game),"Action, Adventure",7.5
Elsword Online,(2007 Video Game),Action,6.3
Rockman Zero,(2002 Video Game),"Action, Adventure, Sci-Fi",7.8
Pac-Mania,(1987 Video Game),"Action, Family",6.7
Real War,(2001 Video Game),"Action, Adventure",3.8
Velvet Assassin,(2009 Video Game),"Action, Crime, History",6.8
Call of Duty: Heroes,(2014 Video Game),"Action, War",7.1
Dragon Raja,(2019 Video Game),"Action, Adventure, Fantasy",6.9
Senran Kagura: Estival Versus,(2015 Video Game),"Action, Adventure, Comedy",7.4
Tenchi wo Kurau II: Sekiheki no Tatakai,(1992 Video Game),"Action, Adventure, History",7.3
World War 3,(2018 Video Game),"Action, War",7.3
Dungeon Siege,(2002 Video Game),"Action, Adventure, Fantasy",7.8
Dragon Slayer,(1984 Video Game),"Action, Fantasy",7.3
Planet of the Apes,(2001 Video Game),"Action, Adventure, Sci-Fi",5.4
Blair Witch Volume 2: The Legend of Coffin Rock,(2000 Video Game),"Action, Adventure, Horror",6.3
Galerians: Ash,(2002 Video Game),"Action, Adventure, Drama",6.5
Warpath: Jurassic Park,(1999 Video Game),"Action, Sci-Fi",7.7
Touch! Kirby,(2005 Video Game),"Action, Adventure, Family",7.6
Ys: The Ark of Napishtim,(2003 Video Game),"Action, Adventure, Fantasy",7.7
Hagane no renkinjutsushi 3: Kami o Tsugu Shôjo,(2005 Video Game),"Action, Adventure, Drama",6.6
Miami Vice: The Game,(2006 Video Game),"Action, Adventure, Crime",7.0
CR Mission: Impossible,(2011 Video Game),Action,
Die Hard 2: Die Harder,(1992 Video Game),Action,7.2
Sega Classics Collection,(2005 Video Game),Action,6.2
Kingdom Under Fire: The Crusaders,(2004 Video Game),"Action, Adventure, Fantasy",7.0
Kirikou,(2001 Video Game),"Animation, Action, Adventure",
Contra Force,(1992 Video Game),"Action, Adventure, Family",6.4
Kung Fu Panda: Showdown of Legendary Legends,(2015 Video Game),Action,5.2
Zeruda no Densetsu: Kamigami no Toraifôsu ando Yotsu no Tsurugi,(2002 Video Game),"Action, Adventure, Fantasy",7.9
XCOM 2 Collection,(2018 Video Game),"Action, Sci-Fi, Thriller",7.9
Untitled Star Fox Game for Nintendo Switch,(Video Game),"Action, Adventure, Sci-Fi",
Wipeout Pulse,(2007 Video Game),"Action, Sci-Fi, Sport",7.0
Inishie to yuki no Setsuna,(2016 Video Game),"Action, Adventure, Fantasy",7.1
Puyopuyo!! Kuesuto,(2013 Video Game),Action,
Blam! Machinehead,(1996 Video Game),"Action, Sci-Fi",
EOE: Hôkai no zenya,(2002 Video Game),"Action, Mystery, Sci-Fi",5.4
Dorimumikkusu Tivi: Warudo faitazu,(2003 Video Game),"Action, Fantasy",6.8
Extermination,(2001 Video Game),"Action, Drama, Horror",7.4
Wizards & Warriors,(1987 Video Game),"Action, Adventure, Fantasy",7.3
OK K.O.! Let's Play Heroes,(2018 Video Game),"Action, Adventure, Comedy",7.5
Unreal Tournament 2003,(2002 Video Game),"Action, Sci-Fi",7.4
Eastward,(2021 Video Game),"Action, Adventure, Comedy",7.5
Cyber City Oedo 808,(1991 Video Game),Action,8.5
Xena: Warrior Princess: The Talisman of Fate,(1999 Video Game),Action,7.2
Tokyo Mirage Sessions #FE Encore,(2020 Video Game),Action,7.5
Missile Command,(1980 Video Game),"Action, Fantasy",7.0
ChuChu Rocket!,(1999 Video Game),Action,7.2
Dead or Alive Dimensions,(2011 Video Game),"Action, Sport",7.8
Purinî: Ore ga shujinkou de iinsuka?,(2008 Video Game),"Action, Adventure, Comedy",6.5
Fire Emblem: Genealogy of the Holy War,(1996 Video Game),"Action, Adventure, Drama",8.6
Gangstar Rio: City of Saints,(2011 Video Game),"Action, Adventure, Crime",7.6
Samurai Spirits Zero,(2003 Video Game),"Action, Adventure",7.5
Army Men: Sarge's Heroes 2,(2000 Video Game),"Action, Adventure",6.9
The Crow: The Complete Interactive Collection,(1996 Video Game),"Action, Crime, Fantasy",
Privateer,(1993 Video Game),"Action, Adventure, Sci-Fi",8.6
Bleach: Soul Resurrección,(2011 Video Game),Action,6.9
Kidô senshi Gandamu: Renpou vs. Zeon DX,(2002 Video Game),"Action, Adventure, Family",7.5
Atlas,(2018 Video Game),"Action, Adventure, Fantasy",2.6
Overlord II,(2009 Video Game),"Action, Adventure, Comedy",6.9
Destruction AllStars,(2021 Video Game),"Action, Sci-Fi, Sport",5.8
Shin Megami Tensei IV: Apocalypse,(2016 Video Game),"Action, Adventure, Fantasy",6.7
Guranburû fantajî,(2014 Video Game),"Action, Adventure, Fantasy",6.9
Panzer Dragoon,(1995 Video Game),"Action, Fantasy",7.8
Cyber Shadow,(2021 Video Game),"Action, Adventure, Fantasy",7.0
Frogger: The Great Quest,(2001 Video Game),"Action, Adventure, Family",5.3
An Elder Scrolls Legend: Battlespire,(1997 Video Game),"Action, Adventure, Fantasy",6.1
Undead Citadel,(2023 Video Game),"Action, Adventure, Fantasy",
Splosion Man,(2009 Video Game),"Action, Adventure, Mystery",6.9
Akumajo Dorakyura: Jajimento,(2008 Video Game),"Action, Drama, Family",5.7
Bejeweled 3,(2010 Video Game),"Action, Family",7.1
Mission: Impossible,(1998 Video Game),"Action, Adventure, Thriller",6.8
Michael Jordan: Chaos in the Windy City,(1994 Video Game),"Action, Sci-Fi",7.4
Gun Kata,(2022 Video Game),"Action, Adventure, Sci-Fi",
Gyaru gan,(2011 Video Game),Action,4.9
Akuseru wârudo vs Sôdo âto onrain: Mireniamu towairaito,(2017 Video Game),"Action, Fantasy",7.7
Robotron: 2084,(1982 Video Game),"Action, Sci-Fi",7.3
Chrono Trigger: Flames of Eternity,(2014 Video Game),Action,
Resident Evil Re: Verse,(2022 Video Game),"Action, Horror, Sci-Fi",5.1
Super Kirby Clash,(2019 Video Game),Action,5.6
Ice Scream 3: Horror Neighborhood,(2020 Video Game),"Animation, Action, Adventure",
Vertigo Remastered,(2020 Video Game),"Action, Adventure",
Fascination,(1974 Video Game),Action,
V.I.P.,(2001 Video Game),Action,4.5
Deus Ex: Mankind Divided - A Criminal Past,(2017 Video Game),"Action, Crime, Drama",7.6
Project Gotham Racing 3,(2005 Video Game),"Action, Adventure, Sport",7.4
NHL 15,(2014 Video Game),"Action, Sport",6.0
Monsutâ hantâ 4,(2013 Video Game),"Action, Adventure, Family",8.2
Hokuto no ken: Ankoku no hokuto,(1995 Video Game),"Action, Adventure, Sci-Fi",6.1
Earth Defense Force: Iron Rain,(2019 Video Game),Action,6.3
Tetris Effect,(2018 Video Game),Action,8.1
Sphinx and the Cursed Mummy,(2003 Video Game),"Action, Adventure, Fantasy",7.4
Rugrats: Studio Tour,(1999 Video Game),"Action, Adventure, Family",5.8
Doragon kuesuto VI: Maboroshi no daichi,(1995 Video Game),"Action, Adventure, Fantasy",7.5
Eternal Champions,(1993 Video Game),"Action, Sci-Fi",6.7
Kao shûtingu,(2011 Video Game),Action,6.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,(2006 Video Game),"Action, Adventure",7.5
Neverwinter Nights: Shadows of Undrentide,(2003 Video Game),"Action, Adventure, Fantasy",7.3
Enemy Front,(2014 Video Game),"Action, Adventure, Crime",6.3
Romancing SaGa: Minstrel Song,(2005 Video Game),"Action, Adventure, Fantasy",6.3
Deeeer Simulator,(2019 Video Game),"Action, Adventure, Comedy",6.4
Rogue Trip: Vacation 2012,(1998 Video Game),Action,8.5
Pokémon Sword and Shield: The Crown Tundra,(2020 Video Game),"Action, Adventure, Family",7.3
Mace: The Dark Age,(1996 Video Game),"Action, Fantasy",7.2
Transformers: Beyond Reality,(2022 Video Game),Action,
Dragon Ball Z,(1993 Video Game),"Action, Sci-Fi",8.6
Tokyo Xanadu,(2015 Video Game),"Action, Adventure, Fantasy",6.7
Muppet Race Mania,(2000 Video Game),"Action, Family, Comedy",8.3
Syndicate,(1993 Video Game),"Action, Sci-Fi, Thriller",8.0
Duke Nukem Forever 2001,(2022 Video Game),"Action, Adventure, Comedy",
Conqueror's Blade,(2019 Video Game),Action,
Panel de Pon,(1995 Video Game),"Action, Adventure, Family",7.3
Ellen Whitaker's Horse Life,(2008 Video Game),Action,
The Fast and the Furious,(2006 Video Game),"Action, Adventure",6.8
Gandamu musou,(2007 Video Game),"Action, Mystery, Sci-Fi",6.9
Alien³: The Gun,(1993 Video Game),"Action, Sci-Fi",6.9
Bleeding Edge,(2020 Video Game),Action,5.2
Inuyasha: Jûso no kamen,(2004 Video Game),"Action, Adventure, Comedy",7.7
Headhunter: Redemption,(2004 Video Game),"Action, Adventure, Mystery",6.8
Nehrim: At Fate's Edge,(2010 Video Game),"Action, Adventure, Fantasy",7.8
Hyperdimension Neptunia,(2010 Video Game),"Action, Fantasy, Sci-Fi",7.4
Neon Abyss,(2020 Video Game),"Action, Adventure, Fantasy",6.4
Fire Pro Wrestling,(2012 Video Game),"Action, Sport",5.4
BlazBlue: Continuum Shift,(2010 Video Game),"Action, Fantasy, Sci-Fi",7.4
Madagascar: Operation Penguin,(2005 Video Game),"Animation, Action, Adventure",7.7
Alarm für Cobra 11 - Das Syndikat,(2010 Video Game),Action,6.2
Vengeance Is Mine,(2023 Video Game),Action,
Lego Legends of Chima: Laval's Journey,(2013 Video Game),Action,5.8
Alien Rage,(2013 Video Game),"Action, Adventure, Sci-Fi",5.7
Road of the Dead,(2010 Video Game),"Action, Horror, Sci-Fi",6.9
Tatsunoko vs. Capcom: Cross Generation of Heroes,(2008 Video Game),"Action, Fantasy, Sci-Fi",7.7
Karateka,(1984 Video Game),"Action, Adventure",7.2
Arcadegeddon,(2021 Video Game),Action,4.4
Alone in the Dark: Illumination,(2015 Video Game),"Action, Fantasy, Horror",2.2
Puyo Puyo fîbâ,(2004 Video Game),"Action, Family",7.7
Guilty Gear X,(2000 Video Game),"Action, Fantasy, Sci-Fi",7.3
Total War: Rome Remastered,(2021 Video Game),"Action, History, War",7.6
Dragon Ball Z: Burst Limit,(2008 Video Game),"Animation, Action, Adventure",7.1
Prehistorik 2,(1993 Video Game),"Action, Comedy",7.3
Iron Man/X-O Manowar in Heavy Metal,(1996 Video Game),"Action, Adventure, Crime",6.3
.hack//Zettai houi vol. 4,(2003 Video Game),"Action, Adventure, Drama",7.3
Resistance: Burning Skies,(2012 Video Game),"Action, Sci-Fi, Thriller",6.8
Battle Chef Brigade,(2017 Video Game),"Action, Adventure, Fantasy",7.3
South of Midnight,(Video Game),"Action, Adventure, Fantasy",
Dusk Diver 2,(2022 Video Game),Action,
Bedlam,(2014 Video Game),Action,6.5
Demon Turf,(2021 Video Game),"Action, Adventure, Comedy",
Asphalt: Nitro,(2015 Video Game),"Action, Adventure, Sport",
Hajime no Ippo: Victorious Boxers,(2000 Video Game),"Action, Sport",
Zero Zero Zero Zero,(2020 Video Game),"Action, Adventure",6.4
WWF Super WrestleMania,(1992 Video Game),"Action, Sport",5.5
Mighty Morphin Power Rangers: Mega Battle,(2017 Video Game),Action,5.0
Get Bass,(1999 Video Game),Action,6.3
Defense Grid: The Awakening,(2008 Video Game),"Animation, Action, Adventure",7.2
The Chronicles of Myrtana: Archolos,(2021 Video Game),"Action, Adventure, Fantasy",8.0
Popeye,(1982 Video Game),"Action, Family",6.2
Frank Herbert's Dune,(2001 Video Game),"Action, Adventure, Sci-Fi",5.1
Commandos 3: Destination Berlin,(2003 Video Game),"Action, Adventure, War",7.5
Friday Night Funkin': Doki Doki Takeover Plus!,(2023 Video Game),Action,
Trials Rising,(2019 Video Game),"Action, Sport",6.7
Zeno Clash,(2009 Video Game),"Action, Adventure, Fantasy",6.5
The Simpsons: Bart vs. the Space Mutants,(1991 Video Game),"Action, Adventure, Comedy",5.5
Nikita: Codebreaker,(2012 Video Game),Action,6.9
Yuugiou Dyueru monsutaazu gx tagu fosu,(2006 Video Game),Action,7.6
Wing Commander Saga,(2012 Video Game),Action,7.7
Vectorman,(1995 Video Game),Action,7.2
Swelter,(2023 Video Game),"Action, Fantasy, Sci-Fi",
Evergrace,(2000 Video Game),"Action, Adventure, Fantasy",6.3
Okami HD,(2017 Video Game),"Action, Adventure, Fantasy",8.2
Dr. Grordbort's Invaders,(2018 Video Game),"Action, Adventure",8.2
Marvel Super Hero Squad: Comic Combat,(2011 Video Game),Action,4.2
X-Men: The Ravages of Apocalypse,(1997 Video Game),"Action, Sci-Fi",
Conan,(2004 Video Game),"Action, Adventure, Fantasy",7.0
SOCOM: U.S. Navy SEALs Confrontation,(2008 Video Game),Action,5.3
Slay the Spire,(2019 Video Game),"Action, Adventure, Fantasy",7.7
Sniper Elite: Nazi Zombie Army,(2013 Video Game),"Action, Horror, Thriller",6.6
The Slaying of Sandy Hook Elementary,(2013 Video Game),Action,
OZ,(2005 Video Game),"Action, Adventure, Fantasy",7.5
Doragon kuesuto II: Akuryou no kamigami,(1987 Video Game),"Action, Adventure, Fantasy",7.3
Alan Wake: The Signal,(2010 Video Game),"Action, Horror, Mystery",7.8
Samurai Spirits,(1993 Video Game),"Action, Adventure",7.5
Dangeresque: The Roomisode Triungulate,(2023 Video Game),"Action, Adventure, Comedy",
Elite Beat Agents,(2006 Video Game),"Action, Music, Sci-Fi",8.3
Crude Buster,(1990 Video Game),"Action, Sci-Fi",6.7
Janpu arutimetto sutâzu,(2006 Video Game),"Action, Fantasy, Sci-Fi",7.7
Elite,(1984 Video Game),"Action, Adventure, Sci-Fi",8.4
Darkspore,(2011 Video Game),"Action, Sci-Fi",4.8
Neverwinter Nights 2: Mask of the Betrayer,(2007 Video Game),"Action, Adventure, Fantasy",8.3
Star Wars: X-Wing,(1993 Video Game),"Action, Adventure, Sci-Fi",8.0
MotorStorm: Pacific Rift,(2008 Video Game),Action,7.5
Yu Yu Hakusho 100% Maji Battle,(2018 Video Game),Action,5.3
Batman,(2013 Video Game),Action,5.2
Homeworld: Cataclysm,(2000 Video Game),"Action, Adventure, Sci-Fi",8.5
Grandia III,(2005 Video Game),"Action, Adventure, Drama",7.4
The Young Indiana Jones Chronicles,(1992 Video Game),"Action, Adventure",6.0
Super Mario Bros. Deluxe,(1999 Video Game),"Action, Adventure, Family",8.1
Rebel Moon Rising,(1997 Video Game),"Action, Adventure, Sci-Fi",
Dragon Ball: Advanced Adventure,(2004 Video Game),"Action, Adventure, Fantasy",7.6
Metaltech: Earthsiege,(1994 Video Game),"Action, Sci-Fi",
Action 52,(1991 Video Game),"Action, Family, Fantasy",1.3
Senran Kagura 2: Deep Crimson,(2014 Video Game),Action,7.1
E.X. Troopers,(2012 Video Game),"Action, Adventure, Sci-Fi",
The Slater,(2018 Video Game),Action,6.2
Gungrave OD,(2004 Video Game),"Action, Crime, Drama",7.5
DK: Jungle Climber,(2007 Video Game),"Action, Adventure, Family",6.8
Army Men: Air Attack 2,(2000 Video Game),"Action, Adventure",7.3
Bright Memory,(2019 Video Game),"Action, Sci-Fi",6.2
Emergency 2017,(2016 Video Game),Action,
Gêmu bôi gyararî,(1997 Video Game),Action,6.8
Body Harvest,(1998 Video Game),"Action, Sci-Fi",7.8
Axis & Allies,(2004 Video Game),"Action, Drama",7.5
Scud: The Disposable Assassin,(1997 Video Game),"Short, Action, Sci-Fi",4.0
SpyHunter 2,(2003 Video Game),"Action, Adventure",3.9
Bonbaman,(1985 Video Game),Action,7.1
Heroes of Might and Magic III: The Shadow of Death,(2000 Video Game),"Action, Adventure, Fantasy",8.9
Freestyle MetalX,(2003 Video Game),"Action, Sport",
Battles of Prince of Persia,(2005 Video Game),Action,5.1
Gensô suikoden V,(2006 Video Game),"Action, Adventure, Drama",8.2
Figment,(2017 Video Game),"Action, Adventure",7.2
Batman - The Telltale Series Shadow Mode,(2016 Video Game),"Action, Crime, Mystery",8.1
Angry Birds Fight!,(2015 Video Game),"Action, Adventure, Comedy",7.4
9 Years of Shadows,(2023 Video Game),"Action, Adventure, Fantasy",
Die Känguru-Verschwörung,(2022 Video Game),Action,
The King of Fighters '95,(1995 Video Game),Action,7.3
Timon & Pumbaa's Jungle Games,(Video Game),"Action, Comedy, Family",
C: The Contra Adventure,(1998 Video Game),"Action, Adventure",6.6
The Deadly Tower of Monsters,(2016 Video Game),"Action, Adventure",7.7
Rainbow Six 3: Black Arrow,(2004 Video Game),"Action, Crime, Thriller",7.0
Super Neptunia RPG,(2018 Video Game),"Animation, Action, Adventure",6.0
Chaos Wars,(2006 Video Game),"Action, Adventure, Drama",
Cool World,(1992 Video Game),"Action, Fantasy",5.8
Beast Busters,(1989 Video Game),"Action, Horror",6.8
Angry Birds Dream Blast,(2019 Video Game),"Action, Adventure, Family",3.8
Zettai zetsumei toshi,(2002 Video Game),Action,7.3
Wasteland 3: Cult of the Holy Detonation,(2021 Video Game),"Action, Adventure, Sci-Fi",
Mario & Ruîji RPG1 DX,(2017 Video Game),Action,7.9
Crimson Tears,(2004 Video Game),"Action, Drama, Mystery",7.3
Epica Stella,(1999 Video Game),"Action, Adventure, Fantasy",8.0
Sonic Robo Blast 2 Kart,(2018 Video Game),"Action, Adventure, Fantasy",
Earthworm Jim: Menace 2 the Galaxy,(1999 Video Game),"Action, Sci-Fi",6.6
Rampage 2: Universal Tour,(1999 Video Game),"Action, Comedy, Fantasy",7.4
Hardline,(1996 Video Game),"Action, Adventure, Romance",7.0
Resident Evil: Origins Collection,(2016 Video Game),"Action, Fantasy, Horror",7.9
Mighty Doom,(2021 Video Game),"Action, Adventure, Fantasy",6.7
Crash Boom Bang!,(2006 Video Game),"Action, Adventure",2.8
Fractured Space,(2014 Video Game),Action,6.8
Cartoon Network: Block Party,(2004 Video Game),"Animation, Action, Adventure",
Hunter: The Reckoning Wayward,(2003 Video Game),"Action, Adventure, Fantasy",6.5
Donkey Kong Land 2,(1996 Video Game),"Action, Adventure, Fantasy",7.1
Devil May Cry 4: Special Edition,(2015 Video Game),"Action, Adventure, Fantasy",7.7
Bushido Blade,(1997 Video Game),"Action, Mystery",7.5
Immortals Fenyx Rising: A New God,(2021 Video Game),"Action, Adventure, Fantasy",6.5
Gunblade NY,(1995 Video Game),Action,6.3
Alundra,(1997 Video Game),"Action, Adventure, Drama",7.9
Stargate,(1981 Video Game),"Action, Sci-Fi",8.0
Akira,(2019 Video Game),"Action, Adventure, Fantasy",
Shin Nekketsu Kouha: Kunio Tachi no Banka,(2022 Video Game),Action,
Underrail,(2015 Video Game),"Action, Adventure, Sci-Fi",
Kero Blaster,(2014 Video Game),"Action, Adventure, Fantasy",8.0
Tenchi souzou,(1995 Video Game),"Action, Adventure, Drama",8.9
Sousei no onmyouji,(2017 Video Game),Action,8.2
Ground Control,(2000 Video Game),"Action, Sci-Fi",7.1
N.O.V.A. Near Orbit Vanguard Alliance,(2009 Video Game),"Action, Sci-Fi",7.1
Wan pîsu: Kaizoku musou,(2012 Video Game),"Action, Adventure, Fantasy",7.6
Tokushu Butai Jakkaru,(1986 Video Game),"Action, Adventure",7.2
BlazBlue: Chrono Phantasma,(2012 Video Game),"Action, Fantasy, Sci-Fi",7.4
Assassin's Creed: Pirates,(2013 Video Game),"Action, Adventure, History",6.1
Duke Nukem: Manhattan Project,(2002 Video Game),"Action, Adventure, Comedy",7.0
Double Dragon Gaiden: Rise of the Dragons,(2023 Video Game),Action,
Totally Spies!: Totally Party,(2008 Video Game),Action,
Captain America in: The Doom Tube of Dr. Megalomann,(1987 Video Game),Action,
Street Fighter 2010,(1990 Video Game),"Action, Sci-Fi",5.7
Nerf: Legends,(2021 Video Game),"Action, Sport",6.6
Kool-Aid Man,(1983 Video Game),Action,5.1
The Legend of Bum-Bo,(2019 Video Game),"Action, Adventure, Comedy",7.1
Ridge Racer 64,(2000 Video Game),Action,6.9
NieR: Automata - 3C3C1D119440927,(2017 Video Game),"Action, Sci-Fi",7.0
Jagged Alliance: Deadly Games,(1996 Video Game),Action,8.3
Dread X Collection,(2020 Video Game),"Action, Adventure, Fantasy",
"Pokémon: Red, White, & Blue - an Unofficial PETA Parody",(2013 Video Game),"Action, Adventure, Fantasy",1.4
Defender,(1981 Video Game),"Action, Adventure, Fantasy",7.4
Disassembly 3D,(2017 Video Game),Action,2.6
Dirt 4,(2017 Video Game),"Action, Adventure, Family",7.0
Cartoon Network: Millennium,(2016 Video Game),"Action, Adventure",
Viking: Battle for Asgard,(2008 Video Game),"Action, Adventure, Fantasy",6.9
Frontiers Reach,(2020 Video Game),Action,
Countdown Vampires,(1999 Video Game),"Action, Horror, Mystery",6.1
Severed Steel,(2021 Video Game),"Action, Adventure, Sci-Fi",7.0
BS Sûpâ Mario USA,(1996 Video Game),"Action, Adventure, Fantasy",
The Mensional,(2022 Video Game),"Action, Adventure, Mystery",7.3
Purojekuto kurosuzôn,(2012 Video Game),"Action, Adventure, Comedy",7.1
Supreme Commander 2,(2010 Video Game),"Action, Sci-Fi",7.0
Pillars of Eternity: The White March Part II,(2016 Video Game),"Action, Adventure, Fantasy",6.8
Weapon Lord,(1995 Video Game),Action,
Dragon Star Varnir,(2018 Video Game),"Action, Fantasy",6.6
Cat Quest,(2017 Video Game),"Action, Adventure, Fantasy",7.3
Super Dragon Ball Z,(2006 Video Game),Action,6.5
Sengoku naito buraddo,(2017 Video Game),Action,5.3
Alisia Dragoon,(1992 Video Game),"Action, Adventure, Fantasy",6.3
Cypress Inheritance,(2013 Video Game),"Action, Adventure, Mystery",
The Ants: Underground Kingdom,(2021 Video Game),"Action, Adventure",
Judge Dredd,(1997 Video Game),"Action, Adventure, Crime",6.8
Duke Nukem 3D: 20th Anniversary World Tour,(2016 Video Game),"Action, Adventure, Comedy",7.8
Burnout Dominator,(2007 Video Game),Action,7.3
Splatterhouse 3,(1993 Video Game),"Action, Fantasy, Horror",7.9
G.O.D: Mezameyo to yobu koe ga kikoe,(1996 Video Game),"Action, Adventure, Comedy",8.4
DmC: Devil May Cry - Bloody Palace Mode,(2013 Video Game),"Action, Adventure, Fantasy",7.1
Monster Madness: Grave Danger,(2008 Video Game),"Action, Adventure, Comedy",
Cliff Hanger,(1983 Video Game),"Action, Adventure",7.5
Warriors Orochi 3,(2011 Video Game),"Action, Adventure, Family",6.8
Softwar,(Video Game),Action,
Kidô senshi Gandamu: Meguriai sora,(2003 Video Game),"Action, Adventure",5.8
MechWarrior 4: Mercenaries,(2002 Video Game),"Action, Adventure, Sci-Fi",7.7
Asteroids,(1979 Video Game),"Action, Sci-Fi",7.1
Destruction Derby Raw,(2000 Video Game),"Action, Sport",6.9
Crash Bandicoot X/S,(2002 Video Game),"Action, Adventure, Comedy",7.3
Mass Effect 3: Omega,(2012 Video Game),"Action, Adventure, Sci-Fi",8.0
Evil Nun 2: Scary Stories and Horror Puzzle Games,(2020 Video Game),"Animation, Action, Adventure",
Monsutâ hantâ,(2004 Video Game),"Action, Adventure, Fantasy",6.3
Double Dragon,(1995 Video Game),"Action, Adventure",6.8
Rayman Jungle Run,(2012 Video Game),"Action, Adventure, Fantasy",7.1
Street Fighter EX2,(1998 Video Game),"Action, Adventure, Fantasy",7.0
Where Winds Meet,(Video Game),Action,
Dread X Collection: The Hunt,(2021 Video Game),"Action, Adventure, Horror",
Spyro: Attack of the Rhynocs,(2003 Video Game),"Action, Adventure, Fantasy",6.1
Move or Die,(2016 Video Game),Action,6.1
Aliens Ate My Baby Sitter!,(1991 Video Game),"Action, Adventure, Family",7.3
Mobile Strike,(2015 Video Game),"Action, War",3.0
Sutoraidâ Hiryô,(1989 Video Game),"Action, Adventure, Sci-Fi",7.3
Firefox,(1983 Video Game),Action,6.3
Sonic Drift 2,(1995 Video Game),"Action, Family, Fantasy",5.7
Donkey Kong Jungle Beat,(2004 Video Game),"Action, Adventure, Comedy",7.1
Dead or Alive,(1996 Video Game),Action,6.3
Far Cry Vengeance,(2006 Video Game),"Action, Adventure, Sci-Fi",3.7
Fashion Police Squad,(2022 Video Game),"Action, Comedy, Crime",8.5
Blade of Darkness,(2001 Video Game),"Action, Adventure, Fantasy",8.5
The Incredible Adventures of Van Helsing II,(2014 Video Game),"Action, Adventure, Fantasy",6.9
Zwei: The Ilvard Insurrection,(2017 Video Game),"Action, Adventure, Fantasy",5.2
Doragon kuesuto III: Soshite densetsu e...,(1988 Video Game),"Action, Adventure, Fantasy",7.9
Doodle Jump Adventure,(2019 Video Game),Action,
Disaster: Day of Crisis,(2008 Video Game),"Action, Adventure, Thriller",7.8
Spider-Man 2: Activity Center,(2004 Video Game),"Action, Adventure, Family",
Wild Fang,(1989 Video Game),"Action, Adventure, Fantasy",6.4
Record of Lodoss War,(2000 Video Game),"Action, Adventure, Fantasy",
Alien Breed,(1991 Video Game),"Action, Sci-Fi",7.3
Pac-Man Party Royale,(2019 Video Game),Action,
Sôdo âto onrain: Arishizêshon bureidingu,(2019 Video Game),Action,8.1
Pac-Man World Rally,(2006 Video Game),"Action, Sport",6.8
Exit,(2005 Video Game),Action,7.1
Wipeout 2048,(2012 Video Game),"Action, Adventure, Sci-Fi",6.9
Cookie Cutter,(2021 Video Game),Action,
Dead to Rights II,(2005 Video Game),"Action, Crime, Thriller",7.1
Taimu Gyaru,(1985 Video Game),"Animation, Action, Adventure",7.0
Moonscars,(2022 Video Game),"Action, Adventure, Fantasy",7.1
Rockman X Command Mission,(2004 Video Game),"Action, Adventure, Mystery",6.6
Motörhead,(1992 Video Game),Action,
Wolfenstein RPG,(2008 Video Game),"Action, Adventure, Sci-Fi",7.2
Duke Nukem: Total Meltdown,(1999 Video Game),"Action, Adventure, Comedy",7.6
R.I.P.D.: The Game,(2013 Video Game),"Action, Adventure, Comedy",2.5
Karateka,(2012 Video Game),Action,7.4
Majin to ushinawareta oukoku,(2010 Video Game),"Action, Adventure, Drama",7.5
Nosferatu,(1994 Video Game),"Action, Adventure, Fantasy",
Contra: Legacy of War,(1996 Video Game),"Action, Adventure, Sci-Fi",5.6
Sky Force Anniversary,(2015 Video Game),"Action, Adventure, Sci-Fi",7.3
Bud Tucker in Double Trouble,(1996 Video Game),"Action, Adventure, Fantasy",7.2
Kirby Battle Royale,(2017 Video Game),Action,6.1
Pac-Man: Championship Edition DX,(2010 Video Game),"Action, Adventure, Fantasy",7.4
Taimanin RPG,(2018 Video Game),Action,
Crystar,(2019 Video Game),"Animation, Action, Adventure",6.8
Die Hard,(1990 Video Game),"Action, Adventure, Crime",6.7
Hellsplit arena,(2019 Video Game),Action,9.0
Hyper Street Fighter II: The Anniversary Edition,(2003 Video Game),Action,7.8
Agony Unrated,(2018 Video Game),Action,6.3
Jeanne d'Arc,(2006 Video Game),"Action, Adventure, Drama",7.6
Virtual Hydlide,(1995 Video Game),"Action, Adventure, Fantasy",2.9
Insanely Twisted Shadow Planet,(2011 Video Game),"Action, Adventure",6.7
Ai Cho Aniki,(1995 Video Game),Action,
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,(2006 Video Game),Action,
Ninja JaJaMaru-kun,(1985 Video Game),"Action, Fantasy",5.2
Dôbutsu banchô,(2002 Video Game),"Action, Adventure",7.6
King's Bounty: Armored Princess,(2009 Video Game),"Action, Adventure, Fantasy",8.2
The Evil Within: The Assignment,(2015 Video Game),"Action, Adventure, Horror",6.4
"Warhammer 40,000: Inquisitor - Prophecy",(2019 Video Game),"Action, Adventure, Fantasy",7.4
Sins of a Solar Empire,(2008 Video Game),"Action, Sci-Fi",7.7
ESPN NFL 2K5,(2004 Video Game),"Action, Sport",8.6
Doragon boru Z: Bukuu tougeki,(2004 Video Game),Action,7.4
Absolver,(2017 Video Game),Action,5.2
Bubble Shooter,(2001 Video Game),Action,5.6
