name,year,genres,rating 
Asterix & Obelix XXXL: The Ram from Hibernia,(2022 Video Game),Action,
Ashes 2063,(2021 Video Game),"Action, Adventure, Fantasy",
Blood and Bacon,(2016 Video Game),"Action, Adventure, Comedy",7.2
Super Monkey Ball Deluxe,(2005 Video Game),"Action, Adventure",7.4
Mitsume ga tooru,(1992 Video Game),Action,8.7
Amazing Alex,(2013 Video Game),"Action, Adventure, Family",7.9
Kandagawa Jet Girls,(2020 Video Game),"Action, Sport",5.9
Back to the Future Part II,(1990 Video Game),"Action, Adventure, Comedy",7.1
Tonic Trouble,(1999 Video Game),"Action, Adventure, Family",6.4
Recoil,(1999 Video Game),Action,7.6
Super Breakout,(1978 Video Game),"Action, Family",7.1
Breakdown,(2004 Video Game),"Action, Adventure, Fantasy",8.4
Forgotten Realms: Icewind Dale II,(2002 Video Game),"Action, Adventure, Fantasy",8.0
Bodycount,(2011 Video Game),Action,5.9
Twitterverse,(2020 Video Game),"Action, Adventure",
Sangokushi senki 2,(2003 Video Game),Action,7.0
Street Fighter: 30th Anniversary Collection,(2018 Video Game),Action,8.6
Twisted Edge Extreme Snowboarding,(1998 Video Game),"Action, Sport",
Gangland,(2004 Video Game),"Action, Crime",5.5
Tokyo Xtreme Racer Zero,(2001 Video Game),"Action, Sport",5.3
Chaos Rings III,(2014 Video Game),"Action, Adventure, Fantasy",8.0
Daredevil: The Man Without Fear,(2004 Video Game),"Action, Adventure, Crime",
Real Bout Garou Densetsu 2: The Newcomers,(1998 Video Game),Action,7.3
Shadow of the Beast,(1989 Video Game),"Action, Adventure, Horror",7.2
The Pagemaster,(II) (1994 Video Game),"Action, Adventure, Fantasy",
Todd McFarlane's Spawn: The Video Game,(1995 Video Game),"Action, Adventure, Fantasy",6.2
Viking Invasion 2,(2013 Video Game),Action,
Deer Avenger 2: Deer in the City,(1999 Video Game),Action,5.7
Lightmatter,(2020 Video Game),"Action, Sci-Fi",7.3
Ninja Ryû Ken-den II: Ankoku no Jashin Ken,(1990 Video Game),"Action, Adventure, Fantasy",7.5
Bionic Commando,(1988 Video Game),"Action, Adventure, War",7.3
WCW vs. the World,(1997 Video Game),Action,6.0
Serious Sam: Next Encounter,(2004 Video Game),"Action, Adventure, Comedy",7.5
Residentvania,(2021 Video Game),"Action, Adventure, Horror",
Ultraman Powered,(1994 Video Game),"Action, Sci-Fi",
Heroes of the Pacific,(2005 Video Game),"Action, War",7.7
Bruce Lee: Quest of the Dragon,(2002 Video Game),Action,5.4
Nazo no Murasame Jo,(1986 Video Game),"Action, Fantasy, Sci-Fi",6.7
The Club,(2008 Video Game),Action,5.9
The Death and Return of Superman,(1994 Video Game),"Action, Adventure, Fantasy",7.3
Rockman Zero 4,(2005 Video Game),"Action, Adventure, Sci-Fi",8.0
Brothers in Arms: D-Day,(2006 Video Game),"Action, Drama, War",7.2
MapleStory 2,(2018 Video Game),"Action, Adventure, Fantasy",5.7
Pandora no tou: Kimi no moto e kaerumade,(2011 Video Game),"Action, Adventure, Fantasy",7.5
Guilty Gear Isuka,(2004 Video Game),"Action, Fantasy, Sci-Fi",5.3
Super 3D Noah's Ark,(1994 Video Game),Action,1.7
Butcher,(2016 Video Game),"Action, Adventure, Horror",
Samurai,(2001 Video Game),"Action, Adventure",8.1
Get Medieval,(1998 Video Game),"Action, Comedy, Fantasy",
Worms 3D,(2003 Video Game),Action,6.3
Beyond Castle Wolfenstein,(1984 Video Game),Action,7.5
Rampart,(1991 Video Game),Action,7.1
Super Animal Royale,(2018 Video Game),Action,6.2
Death Wish,(2011 Video Game),"Action, Adventure, Fantasy",
Patriots: A Nation Under Fire,(2006 Video Game),Action,5.3
Ace Combat 2,(1997 Video Game),"Action, Adventure, Sci-Fi",8.1
Rasuto kuraudia,(2019 Video Game),"Action, Adventure, Fantasy",
Defector,(2019 Video Game),Action,
Winx the Power of the Sirenix On Android,(2017 Video Game),Action,
JoJo's Bizarre Adventure: Phantom Blood,(2006 Video Game),Action,7.0
Giant Egg: Billy Hatcher no daibouken,(2003 Video Game),"Action, Adventure, Family",5.8
Azurik: Rise of Perathia,(2001 Video Game),"Action, Adventure",7.0
"Warhammer 40,000: Dawn of War - Winter Assault",(2005 Video Game),"Action, Fantasy, Sci-Fi",8.0
Beyblade G-Revolution,(2004 Video Game),Action,7.4
Amplitude,(2003 Video Game),"Music, Action, Sci-Fi",7.7
Midnight Resistance,(1989 Video Game),"Action, Sci-Fi",7.8
Turrican,(1989 Video Game),"Action, Adventure, Sci-Fi",8.2
Hyrule Warriors Legends,(2016 Video Game),"Action, Adventure, Family",7.0
Virtua Fighter 5: Ultimate Showdown,(2021 Video Game),Action,7.5
Sinistar,(1983 Video Game),"Action, Adventure, Sci-Fi",7.5
James Clavell's Shogun,(1986 Video Game),"Action, Adventure",
Aliens: Extermination,(2006 Video Game),"Action, Sci-Fi",6.5
Ghost Recon: Phantoms,(2014 Video Game),"Action, Sci-Fi, Thriller",6.6
Dragon Ball Z for Kinect,(2012 Video Game),"Action, Adventure, Fantasy",2.6
Metal Storm,(1991 Video Game),"Action, Adventure, Fantasy",8.0
Gasha meka sutajiamu saru batôre,(2004 Video Game),"Action, Fantasy, Game-Show",6.6
The Stretchers,(2019 Video Game),Action,
Tinykin,(2022 Video Game),"Action, Adventure",7.9
Doom Resurrection,(2009 Video Game),"Action, Adventure, Horror",5.8
Animaniacs Game Pack,(1998 Video Game),"Action, Family, Fantasy",8.3
The Adventures of Rad Gravity,(1990 Video Game),"Action, Adventure, Sci-Fi",4.6
SAS: Secure Tomorrow,(2008 Video Game),"Action, War",5.0
Battle Chess,(1988 Video Game),"Action, Fantasy, Sport",7.1
WWE WrestleMania X-8,(2002 Video Game),Action,7.1
Crusader: No Regret,(1996 Video Game),"Action, Sci-Fi",7.8
Chip 'n' Dale: Rescue Rangers,(1990 Video Game),"Action, Adventure, Family",7.3
Damnation,(2009 Video Game),"Action, Sci-Fi, Western",4.5
Crisis Zone,(1999 Video Game),"Action, Crime, Sci-Fi",7.7
Shining the Holy Ark,(1996 Video Game),Action,8.3
Mad Max,(1990 Video Game),"Action, Sci-Fi",6.2
F-22 Lightning II,(1996 Video Game),Action,6.8
Dragon Age II: Mark of the Assassin,(2011 Video Game),"Action, Adventure, Fantasy",7.5
Trackmania,(2020 Video Game),"Action, Sport",6.4
Hole in the Wall,(2011 Video Game),"Action, Game-Show",
Doragon Boru: Tenkaichi Daiboken,(2009 Video Game),"Action, Adventure, Fantasy",7.4
Dungeon Siege II,(2005 Video Game),"Action, Adventure, Fantasy",7.5
Meiwaku Seijin: Panikku Meka,(2004 Video Game),"Action, Comedy, Fantasy",
Raw Data,(2017 Video Game),"Action, Sci-Fi",7.3
Star Trek: Strategic Operations Simulator,(1982 Video Game),"Action, Sci-Fi",7.4
Souru kureidoru: Sekai o kurau mono,(2007 Video Game),"Action, Adventure, Fantasy",7.2
Front Mission 3,(1999 Video Game),"Action, Drama, Sci-Fi",8.4
World War II: Sniper - Call to Victory,(2004 Video Game),"Action, History, War",5.0
Streets of Kamurocho,(2020 Video Game),Action,4.7
Alto's Odyssey,(2018 Video Game),"Action, Adventure",7.3
Source of Madness,(2022 Video Game),"Action, Adventure, Fantasy",
Zombeer,(2014 Video Game),"Action, Comedy, Horror",5.4
Toy Story 2,(II) (1999 Video Game),"Action, Adventure, Family",
Travis Strikes Again: No More Heroes,(2019 Video Game),"Action, Adventure, Comedy",7.3
"Sakura Taisen Faibu -Saraba, Itoshiki Hito yo-",(2005 Video Game),"Action, Romance, Sci-Fi",7.8
XGRA: Extreme G Racing Association,(2003 Video Game),"Action, Sci-Fi, Sport",
Critical Path,(1994 Video Game),"Action, Adventure, Sci-Fi",6.5
Forgotten Warrior,(2004 Video Game),"Action, Adventure, Fantasy",
Stunt Race FX,(1994 Video Game),Action,6.7
Assassin's Creed: Memories,(2014 Video Game),"Action, Fantasy",5.4
Diablo: Hellfire,(1997 Video Game),"Action, Adventure, Fantasy",7.0
Bare Boob Brawlerz: Power Claw,(2019 Video Game),"Action, Sci-Fi",
Dungeon Hunter 5,(2015 Video Game),"Action, Adventure, Fantasy",6.7
Senjô no Ôkami II,(1990 Video Game),"Action, Adventure, War",7.1
Silhouette Mirage: Reprogrammed Hope,(1997 Video Game),"Action, Fantasy, Sci-Fi",7.4
Immortal: Unchained,(2018 Video Game),"Animation, Action, Fantasy",6.6
Will Rock,(2003 Video Game),"Action, Adventure, Fantasy",6.9
Megami ibunroku debiru sabaibâ,(2009 Video Game),"Action, Fantasy, Horror",7.8
Knives Out,(2017 Video Game),"Action, Adventure",4.8
The Messenger,(2018 Video Game),"Action, Adventure, Comedy",7.7
Rip Off,(1980 Video Game),Action,5.7
Theme Park,(1994 Video Game),"Action, Comedy, Family",7.5
Borderlands: The Handsome Collection,(2015 Video Game),Action,
Joi Meka Faito,(1993 Video Game),Action,
Riddle of the Sphinx: An Egyptian Adventure,(2001 Video Game),"Action, Adventure",4.6
RTX Red Rock,(2003 Video Game),"Action, Sci-Fi",7.2
World of Tanks: Modern Armor,(2021 Video Game),Action,
Unknown Number,(2022 Video Game),"Action, Adventure, Mystery",
SteamWorld Dig,(2013 Video Game),"Animation, Action, Adventure",7.4
Bio F.R.E.A.K.S.,(1998 Video Game),"Action, Sci-Fi",5.6
BS Zeruda no Densetsu,(1995 Video Game),"Action, Adventure, Fantasy",
EA Sports F1 2002,(2002 Video Game),"Action, Sport",5.8
Seinto Seiya: Sorujâzu souru,(2015 Video Game),"Action, Adventure, Fantasy",8.0
Keep Talking and Nobody Explodes,(2015 Video Game),"Action, Adventure, Thriller",7.3
Resident Evil 2 (Game.Com),(1998 Video Game),"Action, Horror",4.5
Turbo,(2013 Video Game),Action,
Highnoon,(1970 Video Game),"Action, Western",4.8
Mafia II: Jimmy's Vendetta,(2010 Video Game),"Action, Thriller",5.5
Extreme Ghostbusters: The Ultimate Invasion,(2004 Video Game),"Action, Adventure, Fantasy",8.1
ALTF4,(2021 Video Game),"Animation, Action",6.3
Naruto Shippuden: Gekitou Ninja Taisen EX,(2007 Video Game),Action,
"Final Liberation: Warhammer Epic 40,000",(1997 Video Game),Action,
Yaga,(2021 Video Game),"Action, Adventure",
Fistful of Frags,(2014 Video Game),"Action, Western",7.2
Street Fighter EX Plus Alpha,(1997 Video Game),Action,
James Bond 007,(1983 Video Game),"Action, Adventure",7.4
Wipeout,(1995 Video Game),"Action, Sci-Fi, Sport",7.5
Doom 3: The Lost Mission,(2012 Video Game),"Action, Fantasy, Horror",6.3
Hasbro Family Game Night 3,(2010 Video Game),"Action, Family, Musical",5.4
Marbella antivicio,(1994 Video Game),"Action, Comedy, Crime",7.0
Lego Battles: Ninjago,(2011 Video Game),"Action, Fantasy",6.4
Star Fox Command,(2006 Video Game),"Action, Fantasy",6.2
WarHawk: The Red Mercury Missions,(1995 Video Game),Action,7.3
Pitfall: The Mayan Adventure,(1994 Video Game),"Animation, Action, Adventure",7.1
Nicktoons Movin' Eye Toy,(2004 Video Game),"Action, Family, Fantasy",6.4
Chicken Invaders 3: Revenge of the Yolk,(2006 Video Game),"Action, Sci-Fi",7.9
Armored Core: Nine Breaker,(2004 Video Game),"Action, Adventure, Sci-Fi",4.5
Shin Megami Tensei,(1992 Video Game),"Action, Adventure, Family",6.7
Final Fight Guy,(1992 Video Game),Action,7.0
Mad Dog II: The Lost Gold,(1992 Video Game),"Action, Adventure, Western",6.1
Tony Hawk: Shred,(2010 Video Game),"Action, Family, Sport",4.1
Castle Doombad,(2014 Video Game),"Action, Adventure, Comedy",
Pokémon Pink Version,(2014 Video Game),"Action, Adventure, Fantasy",
Melty Blood Type Lumina,(2021 Video Game),"Action, Adventure, Fantasy",7.4
Rockman X6,(2001 Video Game),"Action, Sci-Fi",6.3
Hagane no renkinjutsushi: Tobenai tenshi,(2003 Video Game),"Action, Adventure, Drama",8.4
Age of Empires Online,(2011 Video Game),"Action, History, War",6.0
Super Mombo Quest,(2020 Video Game),"Action, Adventure, Comedy",7.7
Seaquest,(1983 Video Game),Action,7.1
Hellpoint,(2020 Video Game),"Action, Horror, Sci-Fi",5.6
Platypus,(2004 Video Game),Action,7.5
The History Channel: Civil War - A Nation Divided,(2006 Video Game),"Action, History, War",5.1
Stuntman,(2002 Video Game),Action,6.7
Digimon World 2,(2000 Video Game),Action,6.9
The Tomorrow War,(2006 Video Game),"Action, Sci-Fi",
Box Knight,(2023 Video Game),"Animation, Action, Adventure",
Gene Troopers,(2005 Video Game),"Action, Sci-Fi",
Arc the Lad,(1995 Video Game),"Action, Adventure",7.7
Phantom 2040,(1995 Video Game),"Action, Adventure, Sci-Fi",7.3
FlatOut 2,(2006 Video Game),"Action, Adventure, Family",7.5
Sprint Vector,(2018 Video Game),"Action, Fantasy, Sport",
Donkey Kong,(1982 Video Game),"Action, Family",6.3
Blade II,(2002 Video Game),"Action, Adventure, Crime",6.4
Rocket Knight Adventures,(1993 Video Game),"Action, Adventure, Fantasy",8.4
Akumajô Dracula XX,(1995 Video Game),"Action, Adventure, Fantasy",6.8
Transformers: Earthspark - Expedition,(2023 Video Game),"Action, Adventure, Comedy",
Descent 2,(1996 Video Game),"Action, Sci-Fi",8.0
Faces of War,(2006 Video Game),"Action, War",8.4
"Guns, Gore & Cannoli 2",(2018 Video Game),"Action, Adventure, Comedy",7.9
Neverending Nightmares,(2014 Video Game),"Action, Adventure, Horror",6.9
Fighting Force,(1997 Video Game),Action,7.3
Orcs Must Die!,(2011 Video Game),"Action, Fantasy",7.0
Rockman 6: Shijô saidai no tatakai!!,(1993 Video Game),"Action, Adventure, Family",7.2
F.E.A.R. 2: Reborn,(2009 Video Game),"Action, Horror, Sci-Fi",6.6
Tottoko Hamutarou 2: Hamu-chanzu Daishuugou Dechu,(2001 Video Game),"Action, Adventure, Family",
Urutoraman: Kûsô Tokusatsu Shirîzu,(1991 Video Game),"Action, Sci-Fi",5.1
Faia Emuburemu: Seima no Koseki,(2004 Video Game),"Action, Adventure, Drama",8.1
Shin sangoku musô 3 mushôden,(2003 Video Game),"Action, Adventure, Fantasy",7.7
Maximo vs. Army of Zin,(2003 Video Game),"Action, Adventure, Fantasy",8.0
Recca no honoo: Final Burning,(2004 Video Game),"Action, Adventure",
Forza Horizon 2 Presents Fast & Furious,(2015 Video Game),Action,6.7
Insector X,(1989 Video Game),"Action, Family, Sci-Fi",5.4
Waterworld (SNES),(1995 Video Game),Action,
Rayman Mini,(2019 Video Game),"Action, Adventure, Family",7.5
MechWarrior 2: Mercenaries,(1996 Video Game),"Action, Adventure, Sci-Fi",8.2
Tekken 3D: Puraimu edishon,(2012 Video Game),"Action, Adventure, Fantasy",6.4
Mario Party: The Top 100,(2017 Video Game),"Action, Adventure, Family",5.5
Dead Estate,(2021 Video Game),"Action, Adventure, Fantasy",7.5
Heavy Fire: Afghanistan,(2011 Video Game),"Action, War",5.7
3 out of 10,(2020 Video Game),"Action, Adventure, Comedy",7.0
Iron Danger,(2020 Video Game),Action,
Disney's 101 Dalmatians II: Patch's London Adventure,(2003 Video Game),"Action, Family",6.1
Unrecord,(Video Game),Action,
Zombie Raid,(1995 Video Game),"Action, Horror",6.0
Heroes of Might and Magic IV,(2002 Video Game),"Action, Adventure, Fantasy",7.1
Getter Graffiti,(2018 Video Game),"Action, Adventure",
Bejeweled 2 Deluxe,(2004 Video Game),"Action, Family",7.2
Trials Evolution,(2012 Video Game),"Action, Sport",7.4
Injustice 2 Mobile,(2017 Video Game),"Action, Fantasy, Sci-Fi",7.6
NASCAR Arcade,(2000 Video Game),Action,
NecroVisioN,(2009 Video Game),"Action, Fantasy, Horror",6.7
Ibb & Obb,(2013 Video Game),"Action, Adventure",7.5
Team Fortress,(1996 Video Game),Action,7.2
Blaster Master,(1988 Video Game),"Action, Adventure",7.6
Final Fantasy Origins,(2002 Video Game),"Action, Adventure, Fantasy",7.4
Tomcat Alley,(1994 Video Game),"Action, Adventure",7.1
Alien Storm,(1990 Video Game),"Action, Sci-Fi",6.2
Phantom: Covert Ops,(2020 Video Game),Action,
Landstalker,(1993 Video Game),"Action, Adventure, Fantasy",8.2
Teardown,(2020 Video Game),"Action, Adventure, Crime",8.2
Crystalis,(1990 Video Game),"Action, Adventure, Drama",8.0
Hidden Invasion,(2001 Video Game),"Action, Adventure, Sci-Fi",2.0
Rurouni Kenshin: Meiji Kenkaku Romantan - Saisen,(2011 Video Game),Action,
Top Gear,(1992 Video Game),"Action, Sport",7.7
Asylum,(1993 Video Game),"Action, Sci-Fi",
MX vs. ATV Unleashed,(2005 Video Game),"Action, Sport",7.3
Hard Reset,(2011 Video Game),"Action, Sci-Fi",6.0
Yakuza Online,(2018 Video Game),Action,
Bloodline: Heroes of Lithas,(2022 Video Game),"Action, Adventure, Fantasy",
Alien,(1982 Video Game),"Action, Horror, Sci-Fi",7.4
Ghost Squad,(2007 Video Game),Action,7.5
Sparkster,(1994 Video Game),"Action, Adventure, Fantasy",7.3
Das Schwarze Auge - Drakensang,(2008 Video Game),"Action, Adventure, Fantasy",7.6
Link's Crossbow Training,(2007 Video Game),"Action, Family, Fantasy",6.2
Alarm für Cobra 11,(2000 Video Game),Action,4.4
Way of the Samurai 3,(2008 Video Game),"Action, Adventure, History",
Air Patriots,(2012 Video Game),Action,
Smalland,(2021 Video Game),Action,
Tales of Eternia,(2000 Video Game),"Action, Adventure, Fantasy",8.2
Defender of the Crown,(1986 Video Game),"Action, Adventure",7.6
Section 8: Prejudice,(2011 Video Game),"Action, Sci-Fi",6.6
Terrorist Takedown: War in Colombia,(2006 Video Game),"Action, War",5.3
H1Z1,(2015 Video Game),Action,5.3
The Ren & Stimpy Show: Veediots!,(1993 Video Game),"Action, Sci-Fi",4.2
Ninety-Nine Nights,(2006 Video Game),"Action, Fantasy",7.2
Harry Potter and the Chamber of Secrets,(II) (2002 Video Game),"Action, Adventure, Fantasy",5.9
Garou: Mark of the Wolves,(1999 Video Game),"Action, Adventure",7.8
Tiny Tank,(1999 Video Game),"Action, Comedy, Fantasy",8.1
Shrek SuperSlam,(2005 Video Game),"Action, Fantasy",7.3
Close Combat: A Bridge Too Far,(1997 Video Game),"Action, Adventure",8.2
Quest for Saddam,(2003 Video Game),"Action, Comedy, War",
MindJack,(2011 Video Game),"Action, Sci-Fi, Thriller",1.9
Metroid Prime: Hunters,(2006 Video Game),"Action, Adventure, Mystery",6.8
Antonblast,(Video Game),"Action, Adventure, Comedy",
Conflict: Vietnam,(2004 Video Game),"Action, Drama, History",6.9
Forgotten Realms: Demon Stone,(2004 Video Game),"Action, Adventure, Fantasy",7.1
Valdis Story: Abyssal City,(2013 Video Game),"Action, Adventure, Fantasy",
Narc,(1988 Video Game),"Action, Crime, Thriller",7.1
Nelo,(2017 Video Game),"Action, Sci-Fi",
BlazBlue: Continuum Shift Extend,(2011 Video Game),"Action, Fantasy, Sci-Fi",6.1
Boom Beach,(2013 Video Game),Action,5.9
Battle Clash,(1992 Video Game),Action,5.0
The Outfit,(2005 Video Game),"Action, Adventure",6.3
Bomberman,(1998 Video Game),Action,7.2
Powered Gear: Strategic Variant Armor Equipment,(1994 Video Game),"Action, Sci-Fi",6.8
"Wild, Wild West: The Steel Assassin",(1999 Video Game),"Action, Adventure, Mystery",7.0
POPGOES Arcade,(2020 Video Game),"Action, Horror, Mystery",
Phantasy Star,(1987 Video Game),"Action, Adventure, Fantasy",7.5
Final Fantasy I & II: Dawn of Souls,(2004 Video Game),"Action, Adventure, Drama",7.7
Inuyasha: Sengoku otogi kassen,(2002 Video Game),"Action, Fantasy, Mystery",7.7
Patapon,(2007 Video Game),"Action, Music",7.1
Astron Belt,(1983 Video Game),"Action, Adventure, Sci-Fi",7.8
Senran Nin Nin Ninja Taisen Neptune: Shoujo-tachi no Kyouen,(2021 Video Game),"Animation, Action, Adventure",6.5
Viva Piñata: Party Animals,(2007 Video Game),Action,6.2
Alien Syndrome,(1987 Video Game),"Action, Sci-Fi",6.3
Gals Panic S2,(1999 Video Game),"Animation, Action",
Jurassic World: The Game,(2015 Video Game),"Action, Adventure",6.9
Kasumi Ninja,(1994 Video Game),"Action, Horror",3.4
Asterix at the Olympic Games,(2008 Video Game),"Action, Adventure, Sport",
